X.i, X.j, Y.i, Y.j
400, 482, 342, 365
400, 483, 342, 366
400, 483, 342, 367
400, 484, 342, 368
400, 484, 343, 369
400, 485, 343, 370
400, 485, 343, 371
400, 486, 343, 372
400, 486, 344, 373
400, 487, 344, 374
400, 487, 344, 375
400, 488, 344, 376
400, 488, 345, 377
400, 489, 345, 378
400, 489, 345, 379
400, 490, 345, 380
400, 490, 346, 381
400, 491, 346, 382
400, 491, 346, 383
400, 492, 346, 384
400, 492, 347, 385
400, 493, 347, 386
400, 493, 347, 387
400, 494, 347, 388
400, 494, 348, 389
400, 495, 348, 390
400, 495, 348, 391
400, 496, 348, 392
400, 496, 349, 393
400, 497, 349, 394
400, 497, 349, 395
400, 498, 349, 396
400, 498, 350, 397
400, 499, 350, 398
400, 499, 350, 399
400, 500, 350, 400
400, 500, 351, 401
400, 501, 351, 402
400, 501, 351, 403
400, 502, 351, 404
400, 502, 352, 405
400, 503, 352, 406
400, 503, 352, 407
400, 504, 352, 408
400, 504, 353, 409
400, 505, 353, 410
400, 505, 353, 411
400, 506, 353, 412
400, 506, 354, 413
400, 507, 354, 414
400, 507, 354, 415
400, 508, 354, 416
400, 508, 355, 417
400, 509, 355, 418
400, 509, 355, 419
400, 510, 355, 420
400, 510, 356, 421
400, 511, 356, 422
400, 511, 356, 423
400, 512, 356, 424
400, 512, 357, 425
400, 513, 357, 426
400, 513, 357, 427
400, 514, 357, 428
400, 514, 358, 429
400, 515, 358, 430
400, 515, 358, 431
400, 516, 358, 432
400, 516, 359, 433
400, 517, 359, 434
400, 517, 359, 435
400, 518, 359, 436
400, 518, 360, 437
400, 519, 360, 438
400, 519, 360, 439
400, 520, 360, 440
400, 520, 361, 441
400, 521, 361, 442
400, 521, 361, 443
400, 522, 361, 444
400, 522, 362, 445
400, 523, 362, 446
400, 523, 362, 447
400, 524, 362, 448
400, 524, 363, 449
400, 525, 363, 450
400, 525, 363, 451
400, 526, 363, 452
400, 526, 364, 453
400, 527, 364, 454
400, 527, 364, 455
400, 528, 364, 456
400, 528, 365, 457
400, 529, 365, 458
400, 529, 365, 459
400, 530, 365, 460
400, 530, 366, 461
400, 531, 366, 462
400, 531, 366, 463
400, 532, 366, 464
400, 532, 367, 465
400, 533, 367, 466
400, 533, 367, 467
400, 534, 367, 468
400, 534, 368, 469
400, 535, 368, 470
400, 535, 368, 471
400, 536, 368, 472
400, 536, 369, 473
400, 537, 369, 474
400, 537, 369, 475
400, 538, 369, 476
400, 538, 370, 477
400, 539, 370, 478
400, 539, 370, 479
400, 540, 370, 480
400, 540, 371, 481
400, 541, 371, 482
400, 541, 371, 483
400, 542, 371, 484
400, 542, 372, 485
400, 543, 372, 486
400, 543, 372, 487
400, 544, 372, 488
400, 544, 373, 489
400, 545, 373, 490
400, 545, 373, 491
400, 546, 373, 492
400, 546, 374, 493
400, 547, 374, 494
400, 547, 374, 495
400, 548, 374, 496
400, 548, 375, 497
400, 549, 375, 498
400, 549, 375, 499
400, 550, 375, 500
400, 550, 376, 501
400, 551, 376, 502
400, 551, 376, 503
400, 552, 376, 504
400, 552, 377, 505
400, 553, 377, 506
400, 553, 377, 507
400, 554, 377, 508
400, 554, 378, 509
400, 555, 378, 510
400, 555, 378, 511
400, 556, 378, 512
400, 556, 379, 513
400, 557, 379, 514
400, 557, 379, 515
400, 558, 379, 516
400, 558, 380, 517
400, 559, 380, 518
400, 559, 380, 519
400, 560, 380, 520
400, 560, 381, 521
400, 561, 381, 522
400, 561, 381, 523
400, 562, 381, 524
400, 562, 382, 525
400, 563, 382, 526
400, 563, 382, 527
400, 564, 382, 528
400, 564, 383, 529
400, 565, 383, 530
400, 565, 383, 531
400, 566, 383, 532
400, 566, 384, 533
400, 567, 384, 534
400, 567, 384, 535
400, 568, 384, 536
400, 568, 385, 537
400, 569, 385, 538
400, 569, 385, 539
400, 570, 385, 540
400, 570, 386, 541
400, 571, 386, 542
400, 571, 386, 543
400, 572, 386, 544
400, 572, 387, 545
400, 573, 387, 546
400, 573, 387, 547
400, 574, 387, 548
400, 574, 388, 549
400, 575, 388, 550
400, 575, 388, 551
400, 576, 388, 552
400, 576, 389, 553
400, 577, 389, 554
400, 577, 389, 555
400, 578, 389, 556
400, 578, 390, 557
400, 579, 390, 558
400, 579, 390, 559
400, 580, 390, 560
400, 580, 391, 561
400, 581, 391, 562
400, 581, 391, 563
400, 582, 391, 564
400, 582, 392, 565
400, 583, 392, 566
400, 583, 392, 567
400, 584, 392, 568
400, 584, 393, 569
400, 585, 393, 570
400, 585, 393, 571
400, 586, 393, 572
400, 586, 394, 573
400, 587, 394, 574
400, 587, 394, 575
400, 588, 394, 576
400, 588, 395, 577
400, 589, 395, 578
400, 589, 395, 579
400, 590, 395, 580
400, 590, 396, 581
400, 591, 396, 582
400, 591, 396, 583
400, 592, 396, 584
400, 592, 397, 585
400, 593, 397, 586
400, 593, 397, 587
400, 594, 397, 588
400, 594, 398, 589
400, 595, 398, 590
400, 595, 398, 591
400, 596, 398, 592
400, 596, 399, 593
400, 597, 399, 594
400, 597, 399, 595
400, 598, 399, 596
400, 598, 400, 597
400, 599, 400, 598
400, 599, 400, 599
